Year,Price
1961,2922.5
1961,2925.833333333333
1961,2929.9999999999995
1961,2932.4999999999995
1961,2932.4999999999995
1961,2932.4999999999995
1961,2929.1666666666665
1962,2929.9999999999995
1962,2927.5
1962,2924.166666666667
1962,2923.333333333333
1962,2923.333333333333
1962,2925.0
1962,2926.6666666666665
1962,2926.6666666666665
1962,2927.5
1962,2928.3333333333335
1962,2924.166666666667
1962,2923.333333333333
1963,2921.666666666667
1963,2923.333333333333
1963,2925.0
1963,2925.0
1963,2923.333333333333
1963,2923.333333333333
1963,2924.166666666667
1963,2925.0
1963,2923.333333333333
1963,2923.333333333333
1963,2923.333333333333
1963,2923.333333333333
1964,2923.333333333333
1964,2923.333333333333
1964,2923.333333333333
1964,2923.333333333333
1964,2923.333333333333
1964,2923.333333333333
1964,2923.333333333333
1964,2923.333333333333
1964,2924.166666666667
1964,2925.833333333333
1964,2925.0
1964,2926.6666666666665
1965,2927.5
1965,2928.3333333333335
1965,2929.9999999999995
1965,2928.3333333333335
1965,2925.0
1965,2925.0
1965,2926.6666666666665
1965,2929.1666666666665
1965,2928.3333333333335
1965,2925.833333333333
1965,2925.833333333333
1965,2927.5
1966,2929.1666666666665
1966,2930.8333333333335
1966,2929.1666666666665
1966,2927.5
1966,2926.6666666666665
1966,2929.1666666666665
1966,2931.6666666666665
1966,2931.6666666666665
1966,2932.4999999999995
1966,2929.9999999999995
1966,2929.9999999999995
1966,2931.6666666666665
1967,2931.6666666666665
1967,2930.8333333333335
1967,2929.9999999999995
1967,2930.8333333333335
1967,2931.6666666666665
1967,2932.4999999999995
1967,2932.4999999999995
1967,2932.4999999999995
1967,2932.4999999999995
1967,2932.4999999999995
1967,2933.3333333333335
1967,2932.4999999999995
1968,2931.6666666666665
1968,2933.3333333333335
1968,2933.3333333333335
1968,3156.5
1968,3390.916666666667
1968,3425.9166666666665
1968,3294.1666666666665
1968,3264.1666666666665
1968,3350.25
1968,3267.5
1968,3316.25
1968,3426.083333333333
1969,3524.2499999999995
1969,3551.333333333333
1969,3597.583333333333
1969,3607.9166666666665
1969,3621.75
1969,3453.5
1969,3479.5833333333335
1969,3427.3333333333335
1969,3405.416666666667
1969,3373.0
1969,3121.0
1969,2932.4166666666665
1970,2912.1666666666665
1970,2916.1666666666665
1970,2924.083333333333
1970,2968.583333333333
1970,2996.5
1970,2953.083333333333
1970,2944.0833333333335
1970,2948.0833333333335
1970,3016.333333333333
1970,3129.4166666666665
1970,3121.25
1970,3119.4999999999995
1971,3155.666666666667
1971,3226.3333333333335
1971,3239.4166666666665
1971,3250.083333333333
1971,3374.416666666667
1971,3342.083333333333
1971,3410.75
1971,3560.1666666666665
1971,3498.0
1971,3539.4166666666665
1971,3570.1666666666665
1971,3621.25
1972,3803.3333333333335
1972,4019.75
1972,4023.9999999999995
1972,4085.5
1972,4541.666666666667
1972,5180.833333333333
1972,5463.166666666667
1972,5576.416666666667
1972,5465.75
1972,5402.0
1972,5227.166666666666
1972,5314.916666666667
1973,5427.249999999999
1973,6164.25
1973,7008.75
1973,7536.75
1973,8468.583333333334
1973,9983.333333333332
1973,10030.333333333334
1973,8852.083333333332
1973,8586.166666666668
1973,8326.916666666666
1973,7887.083333333333
1973,8853.0
1974,10752.249999999998
1974,12500.0
1974,14024.833333333334
1974,14353.583333333332
1974,13630.666666666668
1974,12834.416666666666
1974,11856.916666666666
1974,12863.5
1974,12638.333333333332
1974,13211.083333333332
1974,15123.583333333334
1974,15306.916666666666
1975,14738.666666666666
1975,14962.75
1975,14850.25
1975,14172.166666666666
1975,13941.083333333334
1975,13687.5
1975,13738.916666666666
1975,13597.333333333334
1975,12025.916666666668
1975,11890.916666666666
1975,11880.416666666666
1975,11606.583333333332
1976,10974.583333333332
1976,10911.666666666666
1976,11056.333333333332
1976,10659.166666666666
1976,10576.083333333332
1976,10473.666666666666
1976,9822.166666666666
1976,9171.25
1976,9508.166666666666
1976,9674.583333333334
1976,10861.75
1976,11139.5
1977,11025.5
1977,11346.916666666668
1977,12361.583333333332
1977,12432.0
1977,12211.333333333334
1977,11735.666666666666
1977,11948.583333333334
1977,12084.083333333332
1977,12444.5
1977,13237.333333333334
1977,13511.0
1977,13373.333333333332
1978,14433.916666666666
1978,14863.333333333334
1978,15314.249999999998
1978,14610.25
1978,14682.5
1978,15313.416666666666
1978,15714.083333333332
1978,17204.583333333336
1978,17684.333333333332
1978,18952.666666666664
1978,17256.833333333332
1978,17324.583333333332
1979,18915.5
1979,20465.833333333332
1979,20195.666666666668
1979,19931.166666666668
1979,21478.166666666668
1979,23280.0
1979,24584.083333333336
1979,25066.083333333332
1979,29541.5
1979,32579.916666666668
1979,32626.499999999996
1979,38638.833333333336
1980,56215.0
1980,55491.083333333336
1980,46189.666666666664
1980,43059.16666666667
1980,42855.66666666667
1980,50065.49999999999
1980,53812.5
1980,52196.666666666664
1980,56161.75
1980,55189.166666666664
1980,51989.583333333336
1980,49726.0
1981,46484.416666666664
1981,41733.333333333336
1981,41641.08333333333
1981,41385.416666666664
1981,40026.33333333333
1981,38375.0
1981,34107.0
1981,34186.666666666664
1981,36981.083333333336
1981,36473.333333333336
1981,34450.416666666664
1981,34176.583333333336
1982,32013.583333333332
1982,31204.833333333336
1982,27534.416666666668
1982,29194.583333333332
1982,27875.416666666664
1982,26246.75
1982,28157.916666666664
1982,30284.416666666668
1982,36512.5
1982,35232.166666666664
1982,34592.83333333333
1982,37064.666666666664
1983,40153.166666666664
1983,41124.0
1983,35058.916666666664
1983,36097.58333333333
1983,36449.416666666664
1983,34429.0
1983,35220.416666666664
1983,34683.75
1983,34353.75
1983,32853.75
1983,31751.333333333336
1983,32338.333333333332
1984,30894.583333333332
1984,32169.833333333332
1984,32895.25
1984,31780.916666666664
1984,31413.083333333332
1984,31526.166666666668
1984,28966.5
1984,28973.083333333336
1984,28412.083333333332
1984,28351.416666666664
1984,28440.5
1984,26635.166666666668
1985,25237.666666666664
1985,24986.083333333336
1985,25267.083333333332
1985,27073.583333333332
1985,26366.249999999996
1985,26358.166666666668
1985,26433.5
1985,27510.916666666664
1985,26980.333333333332
1985,27174.416666666668
1985,27129.0
1985,26832.083333333332
1986,28796.749999999996
1986,28254.416666666664
1986,28841.25
1986,28393.0
1986,28527.083333333332
1986,28566.5
1986,29046.166666666664
1986,31357.5
1986,34846.0
1986,35321.916666666664
1986,33081.916666666664
1986,32632.916666666668
1987,34043.666666666664
1987,33420.416666666664
1987,34070.666666666664
1987,36638.75
1987,38470.83333333333
1987,37440.166666666664
1987,37527.5
1987,38415.666666666664
1987,38343.333333333336
1987,38813.666666666664
1987,39011.666666666664
1987,40589.916666666664
1988,39813.166666666664
1988,36843.666666666664
1988,36957.58333333333
1988,37629.83333333333
1988,37610.0
1988,37638.08333333333
1988,36454.333333333336
1988,35922.0
1988,34453.25
1988,33865.83333333333
1988,34997.166666666664
1988,34937.33333333333
1989,33703.75
1989,32331.083333333332
1989,32522.833333333332
1989,32060.0
1989,30945.833333333336
1989,30643.916666666664
1989,31267.499999999996
1989,30462.333333333332
1989,30149.833333333332
1989,30566.666666666668
1989,32863.416666666664
1989,34137.916666666664
1990,34176.5
1990,34711.916666666664
1990,32805.083333333336
1990,31244.083333333332
1990,30737.916666666668
1990,29388.083333333332
1990,30151.666666666664
1990,32905.08333333333
1990,32463.333333333332
1990,31777.75
1990,31822.166666666664
1990,31513.416666666668
1991,32049.25
1991,30312.333333333332
1991,30282.5
1991,29837.916666666668
1991,29759.75
1991,30530.0
1991,30667.749999999996
1991,29726.75
1991,29038.333333333332
1991,29902.166666666668
1991,29996.666666666664
1991,30156.25
1992,29536.333333333332
1992,29487.75
1992,28720.083333333336
1992,28227.333333333332
1992,28086.583333333332
1992,28398.666666666664
1992,29371.0
1992,28633.583333333332
1992,28775.0
1992,28689.75
1992,27910.333333333332
1992,27888.083333333332
1993,27416.083333333332
1993,27442.5
1993,27497.833333333332
1993,28495.666666666664
1993,30587.083333333336
1993,30992.833333333332
1993,32669.5
1993,31649.583333333336
1993,29630.083333333332
1993,30333.75
1993,31161.583333333336
1993,31936.916666666664
1994,32259.166666666668
1994,31804.833333333336
1994,32000.0
1994,31492.333333333336
1994,31778.583333333336
1994,32142.833333333332
1994,32120.833333333332
1994,31683.916666666664
1994,32612.333333333332
1994,32513.666666666664
1994,32031.416666666668
1994,31623.333333333336
1995,31561.5
1995,31395.416666666668
1995,31818.333333333332
1995,32611.583333333332
1995,32102.583333333332
1995,32301.5
1995,32178.166666666664
1995,31958.5
1995,31910.916666666664
1995,31933.5
1995,32100.75
1995,32287.083333333332
1996,33224.58333333333
1996,33743.25
1996,33042.666666666664
1996,32739.166666666668
1996,32665.833333333332
1996,32103.75
1996,31954.75
1996,32292.5
1996,31940.833333333336
1996,31742.416666666664
1996,31489.083333333336
1996,30778.166666666668
1997,29585.416666666664
1997,28866.666666666664
1997,29359.249999999996
1997,28725.583333333332
1997,28675.0
1997,28400.416666666668
1997,26981.666666666664
1997,26999.833333333332
1997,26884.666666666664
1997,27071.916666666668
1997,25528.75
1997,24064.666666666668
1998,24105.333333333332
1998,24811.916666666664
1998,24655.833333333332
1998,25713.166666666664
1998,24914.25
1998,24351.916666666668
1998,24406.166666666668
1998,23685.666666666668
1998,24055.083333333332
1998,24716.25
1998,24520.25
1998,24279.75
1999,23944.416666666668
1999,23957.916666666668
1999,23853.583333333332
1999,23551.666666666668
1999,23077.666666666668
1999,21783.5
1999,21349.833333333332
1999,21411.333333333332
1999,22039.166666666668
1999,25963.5
1999,24470.833333333332
1999,23645.25
2000,23715.833333333332
2000,25071.25
2000,23892.0
2000,23330.083333333332
2000,22941.083333333332
2000,23780.666666666664
2000,23512.666666666664
2000,22876.916666666668
2000,22806.333333333332
2000,22533.749999999996
2000,22165.749999999996
2000,22657.666666666664
2001,22161.166666666668
2001,21834.833333333332
2001,21939.416666666668
2001,21729.166666666668
2001,22671.416666666668
2001,22561.5
2001,22308.916666666664
2001,22721.416666666664
2001,23539.833333333332
2001,23610.166666666668
2001,23020.666666666664
2001,22999.333333333336
2002,23480.333333333332
2002,24640.25
2002,24529.416666666668
2002,25238.5
2002,26206.666666666668
2002,26794.666666666668
2002,26130.583333333332
2002,25837.083333333336
2002,26566.666666666668
2002,26395.666666666664
2002,26604.583333333332
2002,27775.0
2003,29738.666666666664
2003,29964.583333333332
2003,28463.666666666668
2003,27350.666666666668
2003,29617.083333333332
2003,29742.666666666664
2003,29230.416666666664
2003,29916.083333333332
2003,31571.583333333332
2003,31591.083333333336
2003,32516.666666666664
2003,33972.83333333333
2004,34541.25
2004,33727.5
2004,33831.333333333336
2004,33737.5
2004,31996.083333333332
2004,32648.333333333332
2004,33203.416666666664
2004,33344.416666666664
2004,33783.5
2004,35017.5
2004,36588.25
2004,36914.5
2005,35340.0
2005,35285.833333333336
2005,36196.25
2005,35761.666666666664
2005,35241.916666666664
2005,35858.5
2005,35395.416666666664
2005,36481.083333333336
2005,37994.666666666664
2005,39175.583333333336
2005,39722.333333333336
2005,42451.916666666664
2006,45786.08333333333
2006,46293.16666666667
2006,46434.583333333336
2006,50987.74999999999
2006,56397.416666666664
2006,49824.833333333336
2006,52757.74999999999
2006,52629.75
2006,50012.5
2006,48887.333333333336
2006,52235.41666666667
2006,52459.41666666667
2007,52529.33333333333
2007,55425.24999999999
2007,54657.58333333333
2007,56667.333333333336
2007,55692.49999999999
2007,54642.833333333336
2007,55438.83333333333
2007,55377.5
2007,59220.416666666664
2007,62873.333333333336
2007,67359.25
2007,66968.16666666667
2008,73982.0
2008,77023.58333333333
2008,80921.25
2008,75966.66666666667
2008,74093.75
2008,74128.0
2008,78430.58333333333
2008,70032.33333333333
2008,68743.33333333333
2008,67734.58333333334
2008,63154.166666666664
2008,68328.33333333334
2009,71477.16666666667
2009,78313.58333333333
2009,77165.75
2009,74388.58333333333
2009,77237.91666666667
2009,78983.91666666667
2009,77856.0
2009,79125.0
2009,83036.91666666666
2009,86959.25
2009,93843.24999999999
2009,94584.33333333333
2010,93297.91666666667
2010,91316.66666666666
2010,92962.83333333334
2010,95706.24999999999
2010,100360.08333333333
2010,102698.5
2010,99666.66666666667
2010,101122.0
2010,105955.08333333333
2010,111932.5
2010,114315.33333333334
2010,116126.0
2011,113372.91666666666
2011,114276.08333333334
2011,118570.66666666666
2011,122869.25
2011,126015.66666666667
2011,127365.0
2011,130710.5
2011,146625.0
2011,148387.3333333333
2011,138991.08333333334
2011,144664.75
2011,137727.0833333333
2012,138007.91666666666
2012,145257.91666666666
2012,139588.08333333334
2012,137378.25
2012,132092.83333333334
2012,132969.33333333334
2012,132732.0
2012,135473.5
2012,145160.41666666666
2012,145529.0
2012,143696.0
2012,140611.83333333334
2013,139323.8333333333
2013,135890.6666666667
2013,132584.41666666666
2013,123825.41666666666
2013,118011.91666666667
2013,111891.66666666667
2013,107029.0
2013,112087.33333333333
2013,112372.0
2013,109533.5
2013,106451.41666666666
2013,101799.0
2014,103589.0
2014,108226.08333333333
2014,111380.0
2014,108264.58333333333
2014,107409.41666666667
2014,106488.08333333333
2014,109415.75
2014,108083.75
2014,103444.16666666666
2014,101963.75
2014,98034.41666666667
2014,100036.66666666667
2015,104111.08333333334
2015,102591.66666666666
2015,98386.33333333333
2015,99854.41666666666
2015,99807.0
2015,98520.66666666667
2015,94298.33333333333
2015,93127.08333333334
2015,93742.08333333333
2015,96426.91666666667
2015,90698.99999999999
2015,89026.41666666667
2016,91304.58333333333
2016,99574.41666666667
2016,103859.33333333333
2016,103454.33333333333
2016,104979.58333333334
2016,106131.66666666666
2016,111452.41666666667
2016,111738.41666666667
2016,110551.49999999999
2016,105744.08333333334
2016,103357.74999999999
2016,96013.75
2017,99387.33333333333
2017,102782.5
2017,102588.58333333334
2017,105595.83333333334
2017,103770.83333333333
2017,105106.41666666667
2017,102924.99999999999
2017,106810.0
2017,109753.75
2017,106723.08333333333
2017,106932.41666666667
2017,105472.83333333333
2018,111067.41666666666
2018,111147.91666666667
2018,110463.49999999999
2018,111277.66666666667
2018,108634.83333333333
2018,106843.83333333333
2018,103172.0
2018,100154.91666666666
2018,99933.16666666667
2018,101227.16666666667
2018,101772.91666666667
2018,104157.25
2019,107635.83333333334
2019,109979.58333333334
2019,108523.83333333334
2019,107304.16666666667
2019,106871.66666666667
2019,113207.33333333333
2019,117884.25
2019,124758.5
2019,125861.33333333333
2019,124563.75
2019,122660.08333333333
2019,123335.41666666667
2020,130055.66666666666
2020,133234.83333333334
2020,132813.66666666666
2020,140002.5
2020,142974.75
2020,144502.66666666666
2020,153400.58333333334
